0	0
1	0
2	1
3	2
4	3
5	2
6	3
7	3
8	4
9	4
10	8
11	8
12	16
13	77
14	319
15	1527
16	2816
17	3360
18	3863
19	4573
20	5271
21	6185
22	7137
23	8543
24	10695
25	14406
26	20150
27	28933
28	39170
29	48581
30	52651
31	51730
32	46254
33	38723
34	30483
35	23672
36	18635
37	14633
38	11591
39	9440
40	7831
41	6765
42	6001
43	5512
44	5216
45	5237
46	5010
47	5121
48	5031
49	4941
50	4880
51	4897
52	4829
53	5009
54	4869
55	4949
56	5019
57	5099
58	4879
59	4950
60	5114
61	5228
62	5099
63	4935
64	5151
65	5371
66	5454
67	5659
68	5834
69	6151
70	6453
71	6367
72	6723
73	6871
74	6771
75	6681
76	6517
77	6614
78	6275
79	6168
80	5867
81	5926
82	5733
83	5725
84	5641
85	5473
86	5474
87	5283
88	5271
89	5392
90	4960
91	4921
92	4888
93	4853
94	4826
95	4690
96	4705
97	4814
98	4668
99	4575
100	4686
101	4647
102	4704
103	4704
104	4669
105	4624
106	4732
107	4737
108	4718
109	4682
110	4780
111	4831
112	4650
113	4815
114	4772
115	4772
116	4838
117	4843
118	4887
119	4827
120	4856
121	4952
122	4862
123	4819
124	4714
125	4807
126	4886
127	4871
128	4865
129	4895
130	4841
131	4896
132	4932
133	4901
134	4809
135	4959
136	4982
137	5077
138	5012
139	4941
140	5088
141	4958
142	4911
143	4904
144	4932
145	4864
146	4930
147	5009
148	4948
149	4977
150	5058
151	4946
152	5006
153	5092
154	5290
155	5094
156	5288
157	5257
158	5167
159	5245
160	5384
161	5479
162	5550
163	5709
164	5976
165	6201
166	6219
167	6470
168	6794
169	6969
170	7198
171	7434
172	7664
173	7748
174	7890
175	8130
176	8047
177	8376
178	8440
179	8455
180	8466
181	8570
182	8438
183	8237
184	8227
185	8258
186	8193
187	7982
188	8020
189	7971
190	7814
191	7725
192	7577
193	7581
194	7386
195	7300
196	7250
197	7284
198	7232
199	6968
200	6849
201	6932
202	6781
203	6720
204	6742
205	6586
206	6590
207	6406
208	6609
209	6405
210	6360
211	6239
212	6223
213	6073
214	6033
215	6253
216	6006
217	5968
218	5949
219	5927
220	5711
221	5960
222	5835
223	5834
224	5818
225	5697
226	5805
227	5666
228	5618
229	5613
230	5630
231	5556
232	5506
233	5631
234	5539
235	5509
236	5468
237	5379
238	5349
239	5374
240	5304
241	5219
242	5226
243	5254
244	5220
245	5277
246	5142
247	5090
248	5181
249	5125
250	5107
251	5144
252	5102
253	5158
254	5009
255	4990
256	5032
257	4989
258	5038
259	4931
260	4985
261	4843
262	4928
263	4986
264	4887
265	4893
266	5068
267	5012
268	4733
269	4938
270	4848
271	4908
272	4751
273	4849
274	4596
275	4849
276	4757
277	4776
278	4793
279	4894
280	4729
281	4774
282	4737
283	4802
284	4814
285	4828
286	4635
287	4907
288	4610
289	4650
290	4705
291	4743
292	4725
293	4791
294	4769
295	4728
296	4724
297	4884
298	4673
299	4727
300	4759
301	4669
302	4676
303	4756
304	4718
305	4827
306	4606
307	4790
308	4662
309	4676
310	4722
311	4705
312	4569
313	4684
314	4670
315	4695
316	4664
317	4720
318	4850
319	4766
320	4812
321	4780
322	4782
323	4809
324	4873
325	4776
326	4862
327	4734
328	4773
329	4901
330	4795
331	4903
332	4827
333	4890
334	4885
335	4889
336	4737
337	4848
338	4884
339	4911
340	5029
341	4882
342	4999
343	5007
344	4993
345	5052
346	5033
347	4998
348	5184
349	5021
350	4993
351	5061
352	5140
353	5072
354	5187
355	5182
356	5131
357	5102
358	5209
359	5019
360	5109
361	5245
362	5133
363	5101
364	4991
365	5145
366	5082
367	5103
368	5100
369	5124
370	4957
371	4961
372	4906
373	4845
374	4925
375	4712
376	4629
377	4597
378	4492
379	4391
380	4355
381	4123
382	4059
383	3868
384	3730
385	3727
386	3460
387	3443
388	3219
389	3080
390	3062
391	2904
392	2798
393	2576
394	2505
395	2379
396	2328
397	2327
398	2087
399	1974
400	1983
401	1916
402	1791
403	1769
404	1679
405	1618
406	1563
407	1556
408	1483
409	1438
410	1347
411	1392
412	1351
413	1342
414	1233
415	1255
416	1231
417	1119
418	1125
419	1120
420	1126
421	1074
422	989
423	1084
424	1014
425	970
426	948
427	887
428	901
429	827
430	891
431	901
